Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2007,1,1,0,30,8.3,0,0,0,6,7,0,0,0,0,91.76,117.08,0.12,970,3,144,1,0.0000,0.0000
2007,1,1,1,30,8.700000000000001,0,0,0,6,7,0,0,0,0,89.02,128.44,0.12,969,3,154,1,0.0000,0.0000
2007,1,1,2,30,9.3,0,0,0,6,7.5,0,0,0,0,88.63,139.73,0.12,969,3,169,1,0.0000,0.0000
2007,1,1,3,30,9.5,0,0,0,7,8.3,0,0,0,0,92.12,150.44,0.12,969,3,185,0.8,0.0000,0.0000
2007,1,1,4,30,9.5,0,0,0,7,9,0,0,0,0,96.37,159.18,0.12,969,2.5,193,0.7000000000000001,0.0000,0.0000
2007,1,1,5,30,9.5,0,0,0,7,9.4,0,0,0,0,99.48,162.41,0.12,969,1.9000000000000001,197,0.6000000000000001,0.0000,0.0000
2007,1,1,6,30,9.5,0,0,0,7,9.5,0,0,0,0,100,157.55,0.12,969,1.6,205,0.6000000000000001,0.0000,0.0000
2007,1,1,7,30,9.3,0,0,0,7,9.3,0,0,0,0,100,148.16,0.12,969,1.4000000000000001,219,0.5,0.0000,0.0000
2007,1,1,8,30,8.8,0,0,0,0,8.8,0,0,0,0,100,137.25,0.12,968,1.2000000000000002,229,0.5,0.0000,0.0000
2007,1,1,9,30,8.1,0,0,0,0,8.1,0,0,0,0,100,125.91,0.12,968,1.1,232,0.5,0.0000,0.0000
2007,1,1,10,30,7.4,0,0,0,0,7.4,0,0,0,0,100,114.58,0.12,969,1,229,0.4,0.0000,0.0000
2007,1,1,11,30,6.9,0,0,0,0,6.9,0,0,0,0,100,103.56,0.12,969,1,222,0.4,0.0000,0.0000
2007,1,1,12,30,6.7,0,0,0,0,6.7,0,0,0,0,100,93.11,0.12,969,0.9,213,0.4,0.0000,0.0000
2007,1,1,13,30,7.1000000000000005,31,505,89,0,6.800000000000001,31,505,0,89,98.03,83.42,0.12,968,0.9,211,0.5,0.0000,0.0000
2007,1,1,14,30,8.1,49,738,238,0,6.9,49,738,0,238,92.16,75.23,0.12,968,0.9,216,0.6000000000000001,11.6151,8.9225
2007,1,1,15,30,9.4,59,833,360,0,6.5,59,833,0,360,82,68.8,0.12,968,1,223,0.7000000000000001,18.6253,14.4440
2007,1,1,16,30,10.3,63,875,436,4,5.2,16,0,0,16,70.75,64.75,0.12,968,1.1,230,0.8,0.8550,0.6656
2007,1,1,17,30,10.3,65,885,459,4,4.4,56,0,0,56,66.89,63.550000000000004,0.12,967,1.1,236,0.8,3.0181,2.3519
2007,1,1,18,30,9.700000000000001,67,850,421,4,4.1000000000000005,67,0,0,67,67.99,65.37,0.12,967,1.2000000000000002,244,0.8,3.5638,2.7731
2007,1,1,19,30,8.6,65,774,330,4,4.1000000000000005,61,0,0,61,73.43,69.98,0.12,967,1.2000000000000002,255,0.8,3.1234,2.4188
2007,1,1,20,30,7,56,629,199,4,4.3,27,0,0,27,83.08,76.83,0.12,968,1.1,266,0.8,1.3012,0.9966
2007,1,1,21,30,5.2,32,254,53,4,4,9,0,7,9,92.14,85.3,0.12,970,1,273,0.8,0.0000,0.0000
2007,1,1,22,30,3.4000000000000004,0,0,0,4,2.2,0,0,0,0,92.13,95.25,0.12,971,0.9,273,0.9,0.0000,0.0000
2007,1,1,23,30,2.6,0,0,0,4,0.4,0,0,0,0,85.57000000000001,105.84,0.12,972,0.9,272,0.9,0.0000,0.0000
2007,1,2,0,30,1.4000000000000001,0,0,0,4,-0.2,0,0,0,0,88.9,116.95,0.13,974,1,264,0.8,0.0000,0.0000
2007,1,2,1,30,1,0,0,0,4,-0.4,0,0,0,0,90.68,128.3,0.13,974,1,264,0.8,0.0000,0.0000
2007,1,2,2,30,0.8,0,0,0,4,-0.4,0,0,0,0,91.98,139.6,0.13,975,1,265,0.8,0.0000,0.0000
2007,1,2,3,30,0.7000000000000001,0,0,0,4,-0.30000000000000004,0,0,0,0,93.14,150.3,0.13,975,1,269,0.8,0.0000,0.0000
2007,1,2,4,30,0.7000000000000001,0,0,0,4,-0.1,0,0,0,0,94.56,159.05,0.13,976,0.8,276,0.8,0.0000,0.0000
2007,1,2,5,30,0.9,0,0,0,4,0.30000000000000004,0,0,0,0,95.68,162.33,0.13,977,0.7000000000000001,286,0.7000000000000001,0.0000,0.0000
2007,1,2,6,30,1.1,0,0,0,4,0.6000000000000001,0,0,0,0,96.62,157.54,0.13,978,0.6000000000000001,293,0.7000000000000001,0.0000,0.0000
2007,1,2,7,30,1.1,0,0,0,4,0.6000000000000001,0,0,0,0,96.44,148.19,0.13,979,0.6000000000000001,298,0.7000000000000001,0.0000,0.0000
2007,1,2,8,30,0.9,0,0,0,4,0,0,0,0,0,93.98,137.29,0.13,980,0.6000000000000001,302,0.7000000000000001,0.0000,0.0000
2007,1,2,9,30,0.7000000000000001,0,0,0,4,-0.6000000000000001,0,0,0,0,91.02,125.95,0.13,981,0.5,303,0.6000000000000001,0.0000,0.0000
2007,1,2,10,30,0.4,0,0,0,4,-1.1,0,0,0,0,89.85000000000001,114.62,0.13,982,0.5,302,0.6000000000000001,0.0000,0.0000
2007,1,2,11,30,0.1,0,0,0,4,-1.4000000000000001,0,0,0,0,89.41,103.59,0.13,983,0.5,299,0.5,0.0000,0.0000
2007,1,2,12,30,0,0,0,0,4,-1.7000000000000002,0,0,0,0,88.10000000000001,93.13,0.13,984,0.5,292,0.5,0.0000,0.0000
2007,1,2,13,30,0.8,32,520,92,1,-1.8,32,520,0,92,83.01,83.42,0.13,985,0.6000000000000001,286,0.5,0.0000,0.0000
2007,1,2,14,30,2.3000000000000003,48,766,244,1,-2.2,48,766,0,244,72.38,75.21000000000001,0.13,986,0.6000000000000001,284,0.5,11.9099,9.1493
2007,1,2,15,30,3.6,50,883,370,0,-2.9000000000000004,50,883,0,370,62.5,68.76,0.13,986,0.6000000000000001,281,0.5,19.1493,14.8510
2007,1,2,16,30,4.7,57,919,450,0,-3.6,57,919,0,450,55.120000000000005,64.68,0.13,986,0.6000000000000001,277,0.5,24.0588,18.7316
2007,1,2,17,30,5.5,63,909,470,0,-4.1000000000000005,63,909,1,470,50.1,63.46,0.13,985,0.7000000000000001,277,0.5,25.3466,19.7528
2007,1,2,18,30,5.7,59,900,435,0,-4.4,59,900,0,435,48.14,65.26,0.13,985,0.7000000000000001,278,0.5,23.1574,18.0212
2007,1,2,19,30,5.4,53,851,346,0,-4.4,53,851,0,346,49.14,69.85000000000001,0.13,985,0.7000000000000001,277,0.4,17.7368,13.7378
2007,1,2,20,30,3.6,44,737,214,0,-3.9000000000000004,44,737,0,214,57.89,76.69,0.13,985,0.7000000000000001,271,0.4,10.3232,7.9088
2007,1,2,21,30,1.2000000000000002,25,462,64,0,-1.3,25,462,0,64,83.28,85.16,0.13,986,0.7000000000000001,262,0.7000000000000001,0.0000,0.0000
