Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2012,1,1,0,30,2.1,0,0,0,4,2.1,0,0,0,0,100,117.11,0.13,977,1,240,0.2,0.0000,0.0000
2012,1,1,1,30,1.8,0,0,0,4,1.8,0,0,0,0,100,128.47,0.13,977,0.9,232,0.2,0.0000,0.0000
2012,1,1,2,30,1.2000000000000002,0,0,0,4,1.2000000000000002,0,0,0,0,100,139.76,0.13,977,0.9,221,0.2,0.0000,0.0000
2012,1,1,3,30,1.3,0,0,0,4,1.3,0,0,0,0,100,150.46,0.13,976,0.9,209,0.30000000000000004,0.0000,0.0000
2012,1,1,4,30,1.8,0,0,0,4,1.8,0,0,0,0,100,159.20000000000002,0.13,976,0.9,195,0.30000000000000004,0.0000,0.0000
2012,1,1,5,30,1.7000000000000002,0,0,0,4,1.7000000000000002,0,0,0,0,100,162.42000000000002,0.13,975,0.9,181,0.30000000000000004,0.0000,0.0000
2012,1,1,6,30,1.6,0,0,0,1,1.6,0,0,0,0,99.67,157.54,0.13,975,1,172,0.30000000000000004,0.0000,0.0000
2012,1,1,7,30,1.7000000000000002,0,0,0,0,1.5,0,0,0,0,98.66,148.15,0.13,975,1,169,0.30000000000000004,0.0000,0.0000
2012,1,1,8,30,1.8,0,0,0,0,1.7000000000000002,0,0,0,0,99.61,137.24,0.13,974,1,167,0.4,0.0000,0.0000
2012,1,1,9,30,1.8,0,0,0,0,1.8,0,0,0,0,100,125.89,0.13,973,1,158,0.4,0.0000,0.0000
2012,1,1,10,30,1.6,0,0,0,0,1.6,0,0,0,0,100,114.57000000000001,0.13,972,1,146,0.5,0.0000,0.0000
2012,1,1,11,30,1.6,0,0,0,0,1.5,0,0,0,0,99.45,103.55,0.13,971,1,139,0.5,0.0000,0.0000
2012,1,1,12,30,1.8,0,0,0,0,1.5,0,0,0,0,98.09,93.10000000000001,0.13,969,1,140,0.6000000000000001,0.0000,0.0000
2012,1,1,13,30,2.9000000000000004,31,498,88,0,1.8,31,498,0,88,92.62,83.41,0.13,968,1.2000000000000002,144,0.6000000000000001,0.0000,0.0000
2012,1,1,14,30,5.1000000000000005,50,706,230,4,2.6,89,0,0,89,83.87,75.23,0.13,965,1.5,156,0.7000000000000001,4.3434,3.3366
2012,1,1,15,30,7.5,59,797,347,4,3.5,45,0,0,45,75.54,68.8,0.13,963,1.9000000000000001,180,0.8,2.3282,1.8055
2012,1,1,16,30,8.4,66,829,420,4,4.7,44,0,0,44,77.45,64.75,0.13,962,2.1,208,0.8,2.3512,1.8305
2012,1,1,17,30,8.1,79,808,439,4,6,130,0,7,130,86.34,63.56,0.13,962,1.9000000000000001,222,0.9,7.0059,5.4593
2012,1,1,18,30,8,93,741,402,8,6.300000000000001,156,18,7,163,89.26,65.39,0.13,962,1.5,225,1,8.6689,6.7454
2012,1,1,19,30,7.9,84,680,317,4,6.7,28,0,0,28,91.87,70,0.13,963,1.3,233,1.1,1.4334,1.1100
2012,1,1,20,30,6.9,60,585,193,1,6.1000000000000005,60,585,0,193,94.68,76.86,0.13,964,1.3,244,1.2000000000000002,9.2990,7.1219
2012,1,1,21,30,5.300000000000001,32,241,51,4,3.9000000000000004,9,0,7,9,90.85000000000001,85.33,0.13,966,1.2000000000000002,250,1.2000000000000002,0.0000,0.0000
2012,1,1,22,30,3.9000000000000004,0,0,0,4,2.4000000000000004,0,0,0,0,90.09,95.28,0.13,968,0.9,256,1.1,0.0000,0.0000
2012,1,1,23,30,3.3000000000000003,0,0,0,4,1.4000000000000001,0,0,0,0,87.39,105.87,0.13,969,0.8,260,1.1,0.0000,0.0000
2012,1,2,0,30,2.1,0,0,0,4,0.4,0,0,0,0,88.76,116.98,0.7000000000000001,970,0.6000000000000001,262,1,0.0000,0.0000
2012,1,2,1,30,1.2000000000000002,0,0,0,4,-0.7000000000000001,0,0,0,0,87.2,128.33,0.7000000000000001,970,0.6000000000000001,261,1,0.0000,0.0000
