Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1064020,-,-,-,40.57,-80.02,0,353,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.2.2
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Relative Humidity,Solar Zenith Angle,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2005,1,1,0,30,9.200000000000001,0,0,0,4,9.200000000000001,0,0,0,0,100,117.02,0.13,981,1.3,222,0.6000000000000001,0.0000,0.0000
2005,1,1,1,30,9.3,0,0,0,1,9.3,0,0,0,0,100,128.37,0.13,981,1.3,226,0.6000000000000001,0.0000,0.0000
2005,1,1,2,30,9.4,0,0,0,3,9.4,0,0,0,0,100,139.67000000000002,0.13,981,1.3,230,0.6000000000000001,0.0000,0.0000
2005,1,1,3,30,9.4,0,0,0,3,9.4,0,0,0,0,100,150.37,0.13,982,1.3,235,0.6000000000000001,0.0000,0.0000
2005,1,1,4,30,9.3,0,0,0,0,9.3,0,0,0,0,100,159.12,0.13,982,1.3,239,0.6000000000000001,0.0000,0.0000
2005,1,1,5,30,9.1,0,0,0,1,9.1,0,0,0,0,100,162.37,0.13,982,1.3,241,0.6000000000000001,0.0000,0.0000
2005,1,1,6,30,8.8,0,0,0,1,8.8,0,0,0,0,100,157.55,0.13,982,1.4000000000000001,243,0.5,0.0000,0.0000
2005,1,1,7,30,8.6,0,0,0,3,8.6,0,0,0,0,100,148.18,0.13,982,1.4000000000000001,246,0.5,0.0000,0.0000
2005,1,1,8,30,8.200000000000001,0,0,0,3,8.200000000000001,0,0,0,0,100,137.28,0.13,983,1.4000000000000001,251,0.4,0.0000,0.0000
2005,1,1,9,30,7.7,0,0,0,8,7.7,0,0,0,0,100,125.93,0.13,983,1.3,261,0.4,0.0000,0.0000
2005,1,1,10,30,6.7,0,0,0,4,6.7,0,0,0,0,100,114.60000000000001,0.13,984,1.3,276,0.30000000000000004,0.0000,0.0000
2005,1,1,11,30,4.9,0,0,0,3,4.9,0,0,0,0,100,103.58,0.13,985,1.2000000000000002,294,0.30000000000000004,0.0000,0.0000
2005,1,1,12,30,4.5,0,0,0,3,4.5,0,0,0,0,100,93.12,0.13,985,1.1,311,0.30000000000000004,0.0000,0.0000
2005,1,1,13,30,5.6000000000000005,32,496,89,1,5.5,32,496,0,89,99.32000000000001,83.43,0.13,986,1,323,0.4,0.0000,0.0000
2005,1,1,14,30,6.7,50,734,237,2,5.5,97,221,0,153,92.11,75.22,0.13,987,1,331,0.4,7.4675,5.7365
2005,1,1,15,30,7.7,59,835,361,2,3.7,147,236,7,232,75.73,68.78,0.13,988,1,328,0.4,12.0050,9.3101
2005,1,1,16,30,8.700000000000001,64,878,439,0,1.5,64,878,0,439,60.660000000000004,64.71000000000001,0.13,988,1,319,0.4,23.4656,18.2693
2005,1,1,17,30,9.3,67,885,462,0,1.2000000000000002,67,885,0,462,56.92,63.51,0.13,987,1,314,0.4,24.9066,19.4091
2005,1,1,18,30,9.4,66,863,427,1,1.5,66,863,0,427,57.7,65.32000000000001,0.13,987,1,318,0.4,22.7213,17.6809
2005,1,1,19,30,8.700000000000001,61,801,336,2,1.9000000000000001,120,380,7,251,62.21,69.91,0.13,987,1.1,330,0.30000000000000004,12.8600,9.9598
2005,1,1,20,30,6.1000000000000005,50,680,206,0,2.9000000000000004,50,680,0,206,80.14,76.76,0.13,988,1.1,170,0.30000000000000004,9.9323,7.6083
2005,1,1,21,30,2.6,27,390,59,0,2.6,27,390,0,59,100,85.23,0.13,988,1.2000000000000002,9,0.30000000000000004,0.0000,0.0000
2005,1,1,22,30,0.8,0,0,0,7,0.5,0,0,0,0,98.18,95.18,0.13,988,1.3,24,0.30000000000000004,0.0000,0.0000
2005,1,1,23,30,0.6000000000000001,0,0,0,7,0.1,0,0,0,0,96.34,105.77,0.13,988,1.3,33,0.30000000000000004,0.0000,0.0000
2005,1,2,0,30,0.30000000000000004,0,0,0,7,-0.2,0,0,0,0,96.55,116.88,0.13,989,1.4000000000000001,55,0.30000000000000004,0.0000,0.0000
2005,1,2,1,30,0.2,0,0,0,7,-0.4,0,0,0,0,96.08,128.23,0.13,988,1.5,70,0.30000000000000004,0.0000,0.0000
2005,1,2,2,30,0.2,0,0,0,7,-0.30000000000000004,0,0,0,0,96.09,139.53,0.13,988,1.6,84,0.30000000000000004,0.0000,0.0000
2005,1,2,3,30,0.2,0,0,0,7,-0.30000000000000004,0,0,0,0,96.49000000000001,150.23,0.13,988,1.6,95,0.30000000000000004,0.0000,0.0000
2005,1,2,4,30,0.6000000000000001,0,0,0,7,-0.1,0,0,0,0,94.81,158.99,0.13,988,1.8,104,0.30000000000000004,0.0000,0.0000
2005,1,2,5,30,1.2000000000000002,0,0,0,7,0.30000000000000004,0,0,0,0,93.91,162.29,0.13,988,2.1,113,0.4,0.0000,0.0000
2005,1,2,6,30,1.7000000000000002,0,0,0,7,1,0,0,0,0,95.01,157.54,0.13,988,2.3000000000000003,118,0.4,0.0000,0.0000
2005,1,2,7,30,2.1,0,0,0,4,1.7000000000000002,0,0,0,0,97.23,148.20000000000002,0.13,988,2.4000000000000004,119,0.30000000000000004,0.0000,0.0000
2005,1,2,8,30,2.5,0,0,0,7,2.2,0,0,0,0,98.11,137.31,0.13,987,2.5,123,0.30000000000000004,0.0000,0.0000
2005,1,2,9,30,3,0,0,0,7,2.7,0,0,0,0,97.92,125.97,0.13,987,2.4000000000000004,128,0.4,0.0000,0.0000
2005,1,2,10,30,3.6,0,0,0,7,3.3000000000000003,0,0,0,0,97.8,114.64,0.13,987,2.4000000000000004,130,0.4,0.0000,0.0000
2005,1,2,11,30,3.9000000000000004,0,0,0,8,3.6,0,0,0,0,98.10000000000001,103.61,0.13,987,2.4000000000000004,133,0.5,0.0000,0.0000
2005,1,2,12,30,4,0,0,0,7,3.7,0,0,0,0,97.76,93.14,0.13,986,2.4000000000000004,137,0.5,0.0000,0.0000
2005,1,2,13,30,4.3,36,381,79,7,3.7,6,0,7,6,95.74000000000001,83.43,0.13,986,2.4000000000000004,139,0.5,0.0000,0.0000
2005,1,2,14,30,4.800000000000001,62,608,217,7,4,101,128,0,134,94.39,75.2,0.13,987,2.5,141,0.5,6.5413,5.0252
2005,1,2,15,30,5.5,80,694,332,7,4.4,117,0,0,117,92.82000000000001,68.74,0.13,986,2.6,149,0.5,6.0564,4.6970
2005,1,2,16,30,6.5,90,736,405,7,5.300000000000001,168,29,0,180,92.19,64.65,0.13,986,2.6,163,0.5,9.6256,7.4945
2005,1,2,17,30,7.7,87,766,430,7,6.6000000000000005,115,0,0,115,92.62,63.410000000000004,0.13,985,2.6,168,0.5,6.2040,4.8350
2005,1,2,18,30,9,76,778,403,4,7.7,103,0,0,103,91.38,65.21000000000001,0.13,984,2.5,167,0.6000000000000001,5.4853,4.2689
2005,1,2,19,30,9.8,66,740,321,4,8.9,114,0,0,114,94.13,69.79,0.13,984,2.4000000000000004,171,0.5,5.8470,4.5291
2005,1,2,20,30,9.4,52,621,196,4,9.4,55,0,0,55,100,76.63,0.13,983,2.4000000000000004,173,0.4,2.6543,2.0337
2005,1,2,21,30,8.5,28,342,57,4,8.5,10,0,7,10,100,85.10000000000001,0.13,983,2.3000000000000003,177,0.4,0.0000,0.0000
